OrderID,OrderDate,CustomerID,Region,Category,SubCategory,Quantity,UnitPrice,Discount,Sales,Profit
599,2023-01-09,4925,Central,Grocery,Beverages,8,1837.47,0.05,13964.771999999999,2072.31
600,2023-03-15,1151,North,Grocery,Beverages,2,1082.26,0.05,2056.294,453.56
601,2024-05-06,2642,Central,Grocery,Household,3,4632.9,0.1,12508.83,1291.7
602,2023-09-10,1356,East,Clothing,Men,5,2983.74,0.2,11934.96,1016.64
603,2023-08-18,1813,North,Clothing,Women,4,4071.25,0.2,13028.0,808.8
604,2024-06-02,3929,Central,Grocery,Beverages,9,2774.83,0.05,23724.7965,3574.51
605,2023-06-23,2164,South,Furniture,Table,2,3269.68,0.1,5885.424,589.72
606,2024-10-14,3963,North,Electronics,Laptop,6,2692.3,0.15,13730.730000000001,2346.23
607,2023-06-17,2270,North,Clothing,Kids,2,1481.39,0.0,2962.78,388.38
608,2023-06-19,4675,North,Grocery,Food,5,2397.1,0.15,10187.675,1153.61
609,2024-01-28,1485,East,Grocery,Food,6,207.83,0.0,1246.98,146.18
610,2024-09-25,3630,Central,Electronics,Laptop,8,3554.94,0.2,22751.616,2763.71
611,2023-07-13,4148,South,Clothing,Men,6,3452.51,0.0,20715.06,1107.66
612,2024-05-31,3511,West,Furniture,Sofa,6,4285.24,0.15,21854.724,3168.49
613,2023-01-29,3537,Central,Clothing,Men,9,1745.63,0.0,15710.670000000002,3214.42
614,2023-06-14,3585,West,Furniture,Chair,4,1575.02,0.05,5985.076,1248.06
615,2024-02-26,2631,South,Clothing,Women,1,2531.62,0.2,2025.296,127.91
616,2023-12-05,4070,North,Clothing,Women,3,3035.66,0.0,9106.98,1816.37
617,2024-10-09,3950,East,Furniture,Sofa,4,3578.8,0.1,12883.68,2101.08
618,2024-05-10,2060,West,Clothing,Women,5,864.77,0.15,3675.2725,395.13
619,2023-12-31,4650,West,Grocery,Household,4,1462.11,0.15,4971.174,1063.19
620,2023-12-08,2228,Central,Grocery,Beverages,6,2901.43,0.05,16538.150999999998,1088.6
621,2024-05-14,4765,North,Clothing,Women,9,1372.11,0.1,11114.091,2616.62
622,2024-10-18,3164,West,Furniture,Sofa,3,2571.28,0.2,6171.072,1216.03
623,2024-05-25,3512,Central,Clothing,Women,1,1360.25,0.0,1360.25,141.74
624,2023-11-23,2330,East,Grocery,Household,7,2645.55,0.2,14815.080000000002,1524.66
625,2023-08-05,1878,East,Grocery,Household,4,3605.37,0.1,12979.332,671.61
626,2023-10-28,3998,West,Grocery,Beverages,3,1283.97,0.15,3274.1234999999997,364.88
627,2023-05-12,3969,North,Electronics,Mobile,2,3747.77,0.15,6371.209,569.17
628,2023-03-11,4491,South,Grocery,Household,8,3219.14,0.05,24465.463999999996,5180.93
629,2023-09-09,3306,South,Clothing,Kids,3,3329.62,0.2,7991.088000000001,1807.46
630,2024-02-19,4340,South,Grocery,Household,7,4138.21,0.1,26070.723,1905.32
631,2024-03-20,2932,Central,Grocery,Household,5,3122.24,0.2,12488.96,784.59
632,2023-07-01,1184,West,Furniture,Table,6,2691.45,0.2,12918.96,1334.69
633,2023-06-16,2345,South,Clothing,Kids,1,1171.26,0.2,937.008,197.96
634,2023-04-01,2626,West,Grocery,Beverages,9,1890.31,0.15,14460.871500000001,3366.86
635,2024-12-14,4389,North,Electronics,Mobile,4,586.7,0.15,1994.7800000000002,229.27
636,2024-06-14,1781,West,Grocery,Beverages,2,2753.52,0.0,5507.04,781.05
637,2023-02-08,4235,East,Grocery,Food,1,918.04,0.1,826.236,157.02
638,2023-05-06,1639,Central,Electronics,Accessories,2,659.36,0.05,1252.7839999999999,295.69
639,2024-03-26,1248,East,Clothing,Men,2,3882.51,0.1,6988.518000000001,1194.08
640,2023-06-22,1686,South,Clothing,Men,7,3119.96,0.1,19655.748000000003,3242.82
641,2024-10-14,3036,East,Grocery,Food,6,2784.34,0.1,15035.436000000002,1813.57
642,2023-08-08,3533,West,Furniture,Table,3,4157.75,0.05,11849.5875,2153.72
643,2024-09-29,2316,East,Grocery,Food,1,906.82,0.1,816.138,200.54
644,2023-02-27,1340,North,Clothing,Kids,7,3922.67,0.05,26085.7555,6318.76
645,2024-10-21,1602,West,Furniture,Sofa,1,4861.99,0.1,4375.791,391.29
646,2024-04-20,4621,East,Electronics,Laptop,8,3901.14,0.0,31209.12,7638.97
647,2024-03-31,4461,South,Grocery,Household,5,498.63,0.0,2493.15,602.23
648,2023-12-27,2696,South,Electronics,Laptop,5,3514.19,0.05,16692.4025,3816.04
649,2023-01-01,3315,South,Electronics,Laptop,9,2425.12,0.2,17460.863999999998,2215.78
650,2024-01-22,4165,Central,Grocery,Food,2,4571.02,0.1,8227.836000000001,2016.19
651,2023-12-14,3696,North,Electronics,Mobile,2,2294.61,0.0,4589.22,885.52
652,2023-07-09,2590,West,Grocery,Food,6,3763.93,0.2,18066.863999999998,1171.73
653,2024-05-19,1808,West,Clothing,Kids,3,1483.17,0.2,3559.608,766.2
654,2023-07-10,4725,East,Clothing,Kids,2,1355.33,0.05,2575.127,343.88
655,2024-05-22,4594,Central,Furniture,Chair,5,3378.63,0.2,13514.520000000002,1726.55
656,2024-01-04,1178,West,Furniture,Table,3,335.22,0.2,804.5280000000001,83.63
657,2024-02-13,1265,South,Electronics,Mobile,5,4164.92,0.0,20824.6,2050.85
658,2023-04-27,2261,West,Furniture,Chair,6,58.14,0.1,313.956,71.33
659,2023-05-14,4202,Central,Clothing,Kids,8,2057.77,0.2,13169.728000000001,789.68
660,2023-02-27,1787,South,Furniture,Chair,9,2268.13,0.05,19392.5115,2455.41
661,2024-07-09,2521,South,Electronics,Laptop,9,1000.65,0.05,8555.5575,508.84
662,2024-11-15,2946,Central,Furniture,Sofa,5,4981.91,0.2,19927.64,1503.25
663,2024-11-02,3721,East,Clothing,Men,4,1328.17,0.15,4515.778,810.96
664,2023-06-22,1444,South,Furniture,Chair,9,4761.15,0.1,38565.315,7426.16
665,2023-05-29,2730,South,Electronics,Laptop,2,4958.67,0.05,9421.473,1534.97
666,2023-03-21,4701,South,Clothing,Kids,2,1193.77,0.1,2148.786,520.81
667,2023-08-01,2365,Central,Grocery,Household,7,1613.7,0.0,11295.9,1968.01
668,2023-07-22,3295,South,Furniture,Table,3,910.29,0.15,2321.2394999999997,209.61
669,2023-08-17,3938,East,Electronics,Accessories,4,3904.03,0.05,14835.314,2616.21
670,2024-11-06,3602,East,Furniture,Table,9,1466.5,0.05,12538.574999999999,2329.55
671,2023-08-15,2468,West,Grocery,Beverages,5,3475.13,0.1,15638.085000000001,2668.92
672,2024-10-20,1017,North,Grocery,Household,7,3860.38,0.1,24320.394,2838.59
673,2024-06-15,1513,West,Furniture,Table,5,2511.99,0.0,12559.949999999999,2836.18
674,2024-03-16,1712,Central,Clothing,Men,8,516.53,0.2,3305.792,662.49
675,2024-02-06,1636,West,Clothing,Men,2,4801.95,0.2,7683.12,1559.19
676,2023-02-16,3708,South,Clothing,Men,3,4852.43,0.15,12373.6965,1470.16
677,2023-08-21,2194,Central,Grocery,Household,4,2157.68,0.2,6904.576,637.66
678,2023-11-01,4379,East,Grocery,Food,6,2246.49,0.05,12804.992999999999,1402.06
679,2024-06-09,4668,North,Electronics,Mobile,2,2993.91,0.0,5987.82,776.39
680,2023-05-23,1102,South,Furniture,Sofa,9,2006.56,0.15,15350.184000000001,1405.64
681,2024-02-19,2331,East,Electronics,Laptop,4,2747.82,0.05,10441.716,525.5
682,2024-05-27,1114,Central,Clothing,Women,1,1626.1,0.05,1544.7949999999998,254.59
683,2024-01-08,1959,South,Electronics,Laptop,8,3831.07,0.1,27583.704,2726.89
684,2024-07-19,3600,North,Electronics,Laptop,4,4453.17,0.15,15140.778,2257.86
685,2023-09-16,2454,East,Grocery,Food,2,2402.19,0.15,4083.723,419.36
686,2024-10-17,1342,Central,Clothing,Women,9,3622.93,0.15,27715.4145,6561.32
687,2024-04-15,1379,North,Furniture,Table,2,712.79,0.1,1283.022,198.95
688,2023-01-12,4272,South,Electronics,Laptop,9,4230.65,0.1,34268.265,7856.01
689,2023-11-26,3641,North,Furniture,Table,9,4575.49,0.1,37061.469,4585.72
690,2023-12-24,3857,Central,Grocery,Beverages,2,2738.18,0.1,4928.724,872.83
691,2024-02-12,1341,North,Clothing,Women,8,1986.46,0.0,15891.68,2215.58
692,2024-10-29,3635,North,Furniture,Table,6,204.37,0.1,1103.598,267.48
693,2024-01-08,2326,North,Furniture,Chair,6,3512.11,0.2,16858.128,2868.61
694,2023-01-08,4365,North,Furniture,Table,9,1528.48,0.05,13068.503999999999,766.61
695,2023-05-02,3375,North,Furniture,Sofa,2,3783.17,0.0,7566.34,1507.06
696,2023-12-14,2602,East,Electronics,Laptop,3,4142.96,0.15,10564.548,2328.68
697,2024-11-06,3965,North,Electronics,Mobile,2,3380.06,0.2,5408.0960000000005,670.54
698,2023-03-31,2706,West,Clothing,Women,2,445.56,0.1,802.008,103.42
699,2024-10-09,4968,South,Clothing,Kids,5,1506.89,0.05,7157.7275,1408.39
700,2024-11-28,1934,South,Clothing,Men,3,2806.54,0.1,7577.657999999999,1625.46
701,2023-11-12,2893,North,Grocery,Household,2,3433.9,0.05,6524.41,1090.38
702,2023-06-27,3784,West,Electronics,Mobile,7,1923.65,0.2,10772.440000000002,851.22
703,2024-06-23,2389,East,Grocery,Food,9,3191.18,0.0,28720.62,1895.64
704,2023-02-10,3683,West,Electronics,Accessories,1,183.52,0.05,174.344,27.78
705,2024-12-04,1566,Central,Grocery,Beverages,3,4020.75,0.1,10856.025,1750.86
706,2024-05-16,1180,South,Electronics,Mobile,1,935.71,0.05,888.9245,180.26
707,2023-05-25,3416,South,Furniture,Sofa,6,4081.35,0.1,22039.29,1356.94
708,2023-07-20,2639,East,Electronics,Accessories,9,4494.34,0.2,32359.248,2741.92
709,2024-12-24,2057,North,Electronics,Laptop,9,4512.12,0.1,36548.172000000006,4027.04
710,2024-04-05,4707,South,Electronics,Mobile,5,1322.28,0.15,5619.69,1138.36
711,2024-07-11,3383,North,Clothing,Women,2,952.58,0.1,1714.644,210.97
712,2024-06-30,3720,Central,Clothing,Kids,8,2709.32,0.2,17339.648,4125.25
713,2023-09-10,2821,West,Grocery,Food,2,4227.66,0.15,7187.022,643.93
714,2024-01-25,2438,East,Clothing,Kids,3,707.48,0.2,1697.9520000000002,289.32
715,2024-08-16,1870,South,Electronics,Laptop,9,3477.71,0.05,29734.420499999997,2527.78
716,2023-09-13,4023,North,Grocery,Beverages,9,4782.49,0.2,34433.928,5067.22
717,2024-12-09,1351,East,Electronics,Accessories,3,373.96,0.1,1009.6919999999999,244.03
718,2024-03-25,3244,North,Grocery,Household,7,63.66,0.1,401.058,70.21
719,2023-01-10,2509,Central,Grocery,Food,7,739.67,0.0,5177.69,685.4
720,2023-08-30,3734,Central,Grocery,Beverages,2,2725.98,0.0,5451.96,1043.86
721,2023-09-08,3893,North,Clothing,Women,2,2397.6,0.0,4795.2,824.01
722,2023-01-05,4260,North,Furniture,Table,4,3373.46,0.0,13493.84,2584.64
723,2023-04-29,1571,North,Clothing,Kids,8,1855.13,0.2,11872.832000000002,2381.12
724,2024-01-09,2823,South,Furniture,Sofa,4,3430.13,0.1,12348.468,2371.14
725,2023-03-06,2740,South,Furniture,Table,7,3920.38,0.05,26070.527,5904.09
726,2023-05-26,4784,South,Electronics,Accessories,3,582.68,0.2,1398.432,213.37
727,2023-08-12,2369,East,Grocery,Household,1,4530.63,0.0,4530.63,491.96
728,2023-08-27,2785,South,Electronics,Accessories,7,3080.21,0.15,18327.2495,3859.98
729,2023-06-26,3499,South,Electronics,Mobile,4,3616.89,0.2,11574.048,838.21
730,2023-10-09,3936,South,Grocery,Food,1,2396.38,0.15,2036.923,344.76
731,2023-03-04,1145,East,Furniture,Chair,5,1818.44,0.05,8637.59,1273.52
732,2023-08-05,3615,West,Furniture,Sofa,3,2373.08,0.0,7119.24,510.87
733,2024-11-19,3441,West,Clothing,Men,7,1434.34,0.1,9036.341999999999,1876.41
734,2024-04-05,2757,North,Clothing,Women,2,2415.76,0.05,4589.944,502.82
735,2024-09-01,3172,West,Clothing,Kids,9,175.14,0.15,1339.8209999999997,209.63
736,2023-04-15,4622,Central,Clothing,Men,3,3775.44,0.15,9627.372,792.98
737,2023-04-09,2075,North,Furniture,Chair,9,4126.49,0.0,37138.409999999996,5038.93
738,2024-05-25,1873,South,Grocery,Food,5,2886.74,0.05,13712.014999999998,3215.38
739,2024-01-20,2154,North,Electronics,Mobile,7,3747.73,0.15,22298.9935,3953.44
740,2024-02-09,4402,West,Grocery,Household,8,1447.11,0.05,10998.035999999998,728.46
741,2024-06-01,3933,South,Electronics,Mobile,1,4249.67,0.2,3399.7360000000003,624.89
742,2024-04-20,1113,East,Electronics,Laptop,6,2044.62,0.05,11654.333999999999,1568.53
743,2024-12-09,2619,Central,Furniture,Chair,4,3408.91,0.2,10908.512,1337.61
744,2024-10-06,4250,Central,Electronics,Accessories,1,2608.36,0.0,2608.36,333.2
745,2024-03-12,4262,North,Clothing,Kids,8,2837.49,0.2,18159.935999999998,2103.07
746,2023-01-23,2608,West,Clothing,Women,4,4099.02,0.2,13116.864000000001,2719.42
747,2024-07-18,2839,North,Electronics,Laptop,9,1771.33,0.0,15941.97,1299.24
748,2024-11-07,3255,Central,Grocery,Household,9,3083.78,0.05,26366.319,4460.75
749,2024-12-14,1355,West,Electronics,Laptop,1,1293.67,0.0,1293.67,138.71
750,2024-04-02,2029,North,Clothing,Kids,3,1194.77,0.0,3584.31,800.72
751,2023-03-24,2446,South,Electronics,Laptop,9,2833.13,0.1,22948.353000000003,4344.55
752,2023-05-25,1993,North,Electronics,Laptop,9,88.48,0.0,796.32,81.68
753,2023-03-26,4636,Central,Electronics,Mobile,2,3099.61,0.1,5579.298000000001,1187.88
754,2023-03-19,2375,North,Furniture,Sofa,5,3652.64,0.2,14610.560000000001,2359.35
755,2024-04-01,1063,South,Electronics,Mobile,3,1934.62,0.0,5803.86,536.74
756,2023-01-01,2244,South,Grocery,Food,2,4422.44,0.15,7518.147999999999,651.39
757,2023-02-20,1111,East,Grocery,Food,9,2689.05,0.15,20571.232500000002,2030.24
758,2024-11-15,2128,East,Clothing,Men,1,3884.37,0.1,3495.933,436.03
759,2024-12-17,2702,West,Grocery,Food,5,4179.58,0.15,17763.215,3910.03
760,2024-03-21,2786,East,Furniture,Sofa,8,3901.86,0.15,26532.648,2923.59
761,2024-03-24,2378,West,Grocery,Beverages,2,679.14,0.0,1358.28,311.88
762,2024-05-02,3270,North,Grocery,Household,8,1193.96,0.1,8596.512,916.02
763,2023-02-03,3159,Central,Clothing,Women,6,3537.14,0.1,19100.556,3818.15
764,2023-12-14,3827,Central,Clothing,Kids,8,1454.09,0.05,11051.083999999999,1804.38
765,2023-04-05,1782,West,Electronics,Accessories,2,2830.1,0.0,5660.2,932.54
766,2023-03-13,3826,West,Grocery,Beverages,1,1000.6,0.2,800.48,55.05
767,2024-07-04,1995,West,Clothing,Kids,4,4332.67,0.15,14731.078,1543.9
768,2023-06-03,4057,North,Electronics,Mobile,6,4149.05,0.0,24894.300000000003,3283.83
769,2023-09-07,4673,South,Furniture,Sofa,2,3567.07,0.2,5707.312000000001,619.11
770,2024-11-04,1837,West,Electronics,Laptop,2,923.13,0.2,1477.008,204.7
771,2024-03-13,4438,North,Electronics,Accessories,5,4421.9,0.2,17687.600000000002,2366.62
772,2023-04-28,1331,Central,Electronics,Laptop,6,4368.5,0.15,22279.35,3765.97
773,2023-11-02,4682,East,Electronics,Accessories,3,4970.94,0.15,12675.896999999999,1783.92
774,2023-09-25,3214,East,Grocery,Beverages,6,1573.8,0.2,7554.24,933.2
775,2023-02-23,1666,Central,Electronics,Laptop,2,4790.35,0.0,9580.7,1271.33
776,2023-08-24,2648,North,Furniture,Sofa,8,4280.46,0.1,30819.312,2239.64
777,2024-01-24,1468,West,Electronics,Laptop,9,3947.33,0.05,33749.6715,8292.39
778,2024-02-05,3836,East,Furniture,Sofa,5,4992.83,0.2,19971.320000000003,2870.85
779,2024-09-15,3883,South,Clothing,Men,2,1624.86,0.0,3249.72,546.92
780,2023-10-30,4256,West,Electronics,Mobile,6,1313.24,0.1,7091.496000000001,1601.59
781,2023-07-26,2877,West,Clothing,Kids,9,3815.31,0.0,34337.79,3169.01
782,2023-08-17,3395,South,Furniture,Table,4,3207.18,0.1,11545.848,2196.29
783,2024-07-31,1223,North,Electronics,Laptop,5,3233.46,0.05,15358.935,1007.7
784,2023-03-16,1951,South,Grocery,Household,1,4184.27,0.15,3556.6295000000005,716.59
785,2024-03-10,1124,East,Electronics,Accessories,1,3147.35,0.05,2989.9824999999996,612.48
786,2023-04-13,2772,North,Grocery,Food,4,1586.97,0.05,6030.486,384.88
787,2024-02-26,2900,North,Grocery,Food,1,2891.4,0.1,2602.26,273.67
788,2024-12-04,4083,Central,Clothing,Women,5,226.62,0.0,1133.1,232.42
789,2023-11-02,3835,Central,Clothing,Women,1,964.48,0.1,868.032,170.97
790,2023-04-08,3906,Central,Grocery,Beverages,1,4052.47,0.05,3849.8464999999997,296.5
791,2023-12-01,2603,West,Clothing,Men,7,2627.5,0.2,14714.0,1692.64
792,2024-03-10,3342,Central,Grocery,Household,8,3688.62,0.2,23607.168,3739.07
793,2024-03-22,3499,South,Furniture,Table,3,1666.15,0.0,4998.450000000001,1025.94
794,2023-11-04,3700,West,Furniture,Sofa,4,229.35,0.15,779.79,65.55
795,2023-09-06,3853,Central,Electronics,Mobile,9,320.7,0.0,2886.2999999999997,415.98
796,2023-06-15,2199,South,Clothing,Women,8,1482.04,0.2,9485.056,1493.61
797,2024-04-25,4186,West,Furniture,Table,1,1954.65,0.05,1856.9175,223.15
798,2023-12-01,4608,West,Furniture,Table,1,188.09,0.0,188.09,21.95
799,2024-06-25,3245,West,Furniture,Table,3,56.31,0.0,168.93,22.94
800,2023-04-16,2522,West,Grocery,Household,9,4530.73,0.2,32621.255999999994,5518.82
801,2024-07-16,4200,West,Clothing,Women,3,1017.12,0.1,2746.224,353.06
802,2023-03-22,2059,South,Furniture,Chair,6,635.58,0.2,3050.7840000000006,746.16
803,2023-05-13,1732,Central,Furniture,Table,5,3295.81,0.2,13183.24,2716.21
804,2023-05-18,4508,West,Clothing,Men,8,3546.39,0.15,24115.451999999997,1832.12
805,2023-07-03,2736,North,Grocery,Beverages,4,865.49,0.05,3288.862,343.36
806,2024-02-05,2038,Central,Furniture,Sofa,5,4608.5,0.15,19586.125,4211.22
807,2023-11-26,1133,Central,Clothing,Kids,2,323.84,0.0,647.68,81.93
808,2024-05-22,3887,East,Grocery,Household,4,3933.65,0.05,14947.869999999999,852.14
809,2023-03-10,1427,East,Clothing,Women,4,3491.77,0.2,11173.664,2036.02
810,2024-06-29,4373,West,Furniture,Table,1,2944.05,0.1,2649.6450000000004,557.87
811,2023-02-22,1231,West,Clothing,Men,2,3030.34,0.05,5757.646,342.47
812,2024-03-25,2679,East,Electronics,Mobile,6,3808.88,0.15,19425.287999999997,1278.53
813,2023-07-24,1864,East,Clothing,Men,2,2227.73,0.0,4455.46,521.57
814,2023-05-06,1846,West,Electronics,Mobile,1,3242.6,0.0,3242.6,551.48
815,2023-02-12,2805,Central,Grocery,Beverages,2,3199.16,0.05,6078.4039999999995,912.62
816,2023-04-21,1077,West,Electronics,Accessories,3,2124.15,0.1,5735.205000000001,1362.34
817,2024-10-24,3254,Central,Grocery,Beverages,2,4445.15,0.05,8445.784999999998,1937.42
818,2023-07-02,1904,East,Clothing,Kids,6,4688.54,0.1,25318.115999999998,3599.9
819,2023-04-05,4158,North,Electronics,Laptop,1,901.22,0.1,811.0980000000001,169.65
820,2024-01-09,1589,North,Electronics,Mobile,1,211.01,0.05,200.4595,17.29
821,2024-06-03,4850,Central,Furniture,Sofa,3,1944.59,0.05,5542.081499999999,842.46
822,2023-12-26,2445,East,Clothing,Kids,3,4689.44,0.2,11254.656,2074.67
823,2024-11-26,1494,South,Clothing,Women,9,2025.81,0.2,14585.832000000002,2025.4
824,2023-10-08,1845,West,Electronics,Accessories,4,2866.88,0.15,9747.392,766.0
825,2023-07-14,3697,East,Clothing,Men,4,759.3,0.1,2733.48,370.76
826,2023-07-14,2940,South,Grocery,Household,2,4044.2,0.2,6470.72,521.71
827,2024-10-28,3705,North,Clothing,Men,8,276.98,0.0,2215.84,117.6
828,2023-04-03,2307,West,Furniture,Chair,2,84.42,0.0,168.84,22.55
829,2024-11-02,3108,East,Grocery,Household,7,3781.03,0.2,21173.768000000004,1439.12
830,2023-03-02,1179,North,Furniture,Sofa,6,3481.21,0.0,20887.260000000002,2943.58
831,2024-09-25,3632,South,Clothing,Women,4,1336.41,0.1,4811.076,766.9
832,2023-02-20,4035,South,Grocery,Beverages,5,1472.4,0.15,6257.7,779.83
833,2024-02-07,3652,Central,Furniture,Chair,6,451.92,0.05,2575.944,519.02
834,2023-01-05,3099,South,Clothing,Women,7,3377.48,0.0,23642.36,3089.1
835,2024-04-10,3698,East,Furniture,Sofa,1,4547.07,0.2,3637.656,567.71
836,2024-08-26,3515,East,Electronics,Mobile,8,2936.52,0.1,21142.944,2482.58
837,2024-11-12,3088,South,Grocery,Food,8,1764.45,0.15,11998.26,1193.47
838,2024-06-17,3953,East,Furniture,Sofa,7,4229.56,0.2,23685.536000000004,5392.17
839,2024-02-09,2090,West,Electronics,Mobile,4,350.33,0.05,1331.254,121.22
840,2024-05-27,2715,North,Grocery,Beverages,2,1267.74,0.1,2281.9320000000002,261.19
841,2024-10-06,4611,Central,Furniture,Chair,9,4216.13,0.15,32253.3945,6816.21
842,2023-08-21,3100,West,Grocery,Household,3,270.57,0.15,689.9535,100.5
843,2024-06-07,1727,Central,Clothing,Men,4,2939.65,0.15,9994.81,1441.66
844,2023-12-12,2313,East,Clothing,Women,8,293.67,0.15,1996.9560000000001,310.25
845,2023-02-15,3537,Central,Electronics,Mobile,1,975.96,0.0,975.96,137.31
846,2024-06-29,1989,East,Grocery,Beverages,9,4748.2,0.0,42733.799999999996,5252.39
847,2023-03-19,4978,East,Electronics,Accessories,2,3042.54,0.15,5172.318,1209.36
848,2024-12-30,4135,East,Clothing,Men,8,2000.62,0.05,15204.711999999998,2337.4
849,2023-03-14,3558,North,Furniture,Table,4,4572.66,0.2,14632.512,1894.74
850,2023-09-06,1018,South,Grocery,Household,3,3245.28,0.0,9735.84,847.37
851,2023-02-16,2306,North,Electronics,Mobile,8,2780.74,0.05,21133.623999999996,3544.88
852,2023-05-01,3413,Central,Clothing,Men,1,2991.59,0.2,2393.2720000000004,497.4
853,2023-08-02,4245,North,Furniture,Chair,3,2841.73,0.1,7672.671,1778.97
854,2023-08-27,1421,West,Clothing,Kids,8,2851.92,0.15,19393.056,1654.86
855,2023-02-25,3600,South,Clothing,Kids,6,4863.39,0.15,24803.289000000004,4987.23
856,2023-12-16,1253,Central,Furniture,Chair,2,3588.52,0.1,6459.336,447.1
857,2023-04-17,4970,West,Furniture,Table,1,1694.63,0.1,1525.1670000000001,108.16
858,2023-02-17,1826,South,Grocery,Beverages,4,1609.96,0.0,6439.84,858.35
859,2024-07-26,3319,East,Furniture,Sofa,4,2989.8,0.2,9567.36,743.45
860,2023-12-03,4209,Central,Furniture,Chair,7,336.68,0.15,2003.246,399.35
861,2023-01-26,1969,South,Clothing,Men,4,1031.42,0.15,3506.828,448.34
862,2023-09-14,4628,West,Clothing,Women,1,3431.07,0.05,3259.5165,511.35
863,2023-01-08,3817,West,Clothing,Men,4,562.6,0.0,2250.4,170.9
864,2024-09-16,3501,East,Furniture,Sofa,3,1479.32,0.2,3550.3680000000004,608.15
865,2023-09-10,1681,Central,Grocery,Household,2,4734.79,0.1,8522.622,922.17
866,2024-11-22,3935,East,Clothing,Women,3,234.63,0.2,563.112,95.12
867,2024-12-19,1275,South,Clothing,Men,4,3755.0,0.1,13518.0,1726.56
868,2023-10-30,1698,East,Furniture,Chair,5,4359.0,0.1,19615.5,2531.55
869,2024-09-30,3208,South,Furniture,Sofa,2,4768.78,0.1,8583.804,487.27
870,2023-02-25,4123,North,Electronics,Laptop,7,2243.27,0.2,12562.312,1622.47
871,2024-12-26,2250,North,Furniture,Sofa,9,854.43,0.1,6920.883,1305.18
872,2024-06-09,4831,South,Clothing,Women,6,1704.01,0.05,9712.857,848.77
873,2024-04-18,2022,East,Furniture,Table,9,4774.84,0.0,42973.56,10362.03
874,2023-01-28,1673,East,Electronics,Laptop,2,1174.94,0.15,1997.3980000000001,395.73
875,2023-03-19,3258,South,Grocery,Household,6,1606.22,0.2,7709.856,1910.98
876,2023-08-04,3769,South,Electronics,Laptop,9,2034.72,0.05,17396.856,1471.92
877,2024-01-21,1822,South,Grocery,Household,7,226.26,0.2,1267.056,211.24
878,2023-12-31,2920,North,Grocery,Food,8,365.88,0.0,2927.04,338.02
879,2024-10-27,2927,North,Clothing,Women,3,988.89,0.1,2670.003,435.12
880,2024-06-09,4836,South,Furniture,Sofa,4,3351.22,0.2,10723.904,2321.94
881,2024-11-29,1780,Central,Furniture,Chair,2,2814.69,0.15,4784.973,867.37
882,2023-11-08,4692,South,Electronics,Accessories,9,179.12,0.2,1289.664,144.44
883,2023-01-07,4046,East,Furniture,Sofa,5,4635.29,0.2,18541.16,3343.38
884,2023-01-03,3912,North,Grocery,Household,4,4159.38,0.2,13310.016000000001,2528.98
885,2024-09-14,3999,North,Clothing,Kids,9,4517.06,0.2,32522.832000000002,7328.23
886,2023-12-29,2624,West,Clothing,Women,6,1993.36,0.15,10166.136,1866.61
887,2024-05-22,2116,Central,Grocery,Food,7,1069.53,0.1,6738.039,789.91
888,2023-10-01,3726,Central,Grocery,Beverages,3,122.67,0.05,349.60949999999997,73.78
889,2024-05-20,2941,West,Grocery,Beverages,2,2077.45,0.0,4154.9,844.56
890,2023-01-15,4514,South,Grocery,Beverages,7,2883.64,0.1,18166.932,3136.18
891,2023-07-11,1098,Central,Furniture,Table,5,3935.34,0.15,16725.195,2157.98
892,2024-09-22,1889,North,Grocery,Beverages,9,1461.75,0.1,11840.175000000001,732.16
893,2024-04-29,2804,East,Furniture,Chair,9,2795.69,0.15,21387.0285,4016.3
894,2023-01-28,1612,Central,Clothing,Women,7,1444.83,0.0,10113.81,948.14
895,2024-12-14,1723,East,Furniture,Chair,3,3925.49,0.15,10009.9995,1358.74
896,2023-02-08,4600,East,Grocery,Food,4,1312.28,0.1,4724.208,599.09
897,2023-09-30,2475,North,Electronics,Accessories,3,3551.6,0.05,10122.06,1820.49
898,2023-08-19,3100,South,Electronics,Laptop,1,4031.62,0.1,3628.458,312.21
899,2023-03-27,4589,West,Furniture,Table,8,4024.78,0.0,32198.24,1950.9
900,2024-04-18,1789,South,Electronics,Mobile,2,3798.64,0.15,6457.687999999999,923.06
901,2023-05-06,4997,North,Clothing,Men,2,278.54,0.15,473.51800000000003,93.37
902,2024-06-20,4986,North,Furniture,Table,4,4582.86,0.2,14665.152,2627.53
903,2023-05-25,2524,South,Electronics,Laptop,8,3117.63,0.1,22446.936,3113.11
904,2024-06-08,2485,West,Clothing,Men,3,964.49,0.2,2314.7760000000003,122.67
905,2023-07-31,4801,West,Furniture,Table,8,3397.27,0.2,21742.528000000002,3793.94
906,2023-01-25,3059,South,Furniture,Chair,6,4542.27,0.1,24528.258,3938.83
907,2024-08-02,2194,West,Furniture,Table,8,4393.11,0.1,31630.392,7447.81
908,2024-01-29,2664,South,Furniture,Sofa,1,305.4,0.2,244.32,17.11
909,2023-03-08,3765,West,Grocery,Beverages,3,3122.94,0.15,7963.496999999999,1482.04
910,2023-08-21,4757,North,Electronics,Laptop,8,2579.15,0.05,19601.54,1940.12
911,2023-04-19,3961,South,Furniture,Table,1,3625.38,0.1,3262.842,736.9
